MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Nigel Dodds","Belfast North","","","£13,928.30","£0.00","","","","£114,137.12","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£128,065.42","","","","£20,322.68","£0.00","","Uncapped","£23,856.34","Uncapped","£0.00","£44,179.02","£172,244.44"
"Nigel Evans","Ribble Valley CC","","","£12,660.70","£0.00","","","","£124,857.96","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,518.66","","","","£17,243.01","£0.00","","Uncapped","£13,496.77","Uncapped","£105.40","£30,845.18","£168,363.84"
"Nigel Huddleston","Mid Worcestershire CC","","","£7,750.17","£0.00","","","","£123,857.08","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,607.25","","","","£24,065.18","£0.00","","Uncapped","£5,731.52","Uncapped","£0.00","£29,796.70","£161,403.95"
"Nigel Mills","Amber Valley CC","","","£15,956.05","£0.00","","","","£109,338.42","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,294.47","","","","£12,798.02","£0.00","","Uncapped","£6,096.80","Uncapped","£0.00","£18,894.82","£144,189.29"
"Norman Lamb","North Norfolk CC","","","£21,480.63","£0.00","","","","£142,296.99","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£163,777.62","","","","£7,026.78","£0.00","","Uncapped","£3,388.60","Uncapped","£0.00","£10,415.38","£174,193.00"
"Nusrat Ghani","Wealden CC","","","£10,967.00","£0.00","","","","£135,887.47","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,854.47","","","","£13,947.40","£0.00","","Uncapped","£4,277.00","Uncapped","£0.00","£18,224.40","£165,078.87"
"Oliver Colvile","Plymouth, Sutton and Devonport BC","","","£23,442.29","£0.00","","","","£118,904.87","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,347.16","","","","£1,993.40","£0.00","","Uncapped","£10,433.36","Uncapped","£0.00","£12,426.76","£154,773.92"
"Oliver Dowden","Hertsmere CC","","","£10,675.62","£0.00","","","","£137,549.27","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£148,224.89","","","","£0.00","£0.00","","Uncapped","£1,186.86","Uncapped","£0.00","£1,186.86","£149,411.75"
"Oliver Heald","North East Hertfordshire CC","","","£23,264.70","£0.00","","","","£125,527.37","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£148,792.07","","","","£6,939.52","£0.00","","Uncapped","£1,463.05","Uncapped","£0.00","£8,402.57","£157,194.64"
"Oliver Letwin","West Dorset CC","","","£10,037.17","£0.00","","","","£130,262.70","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,299.87","","","","£0.00","£0.00","","Uncapped","£1,156.55","Uncapped","£0.00","£1,156.55","£141,456.42"
"Owen Paterson","North Shropshire CC","","","£19,659.38","£0.00","","","","£149,408.19","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£169,067.57","","","","£18,804.35","£0.00","","Uncapped","£7,833.73","Uncapped","£0.00","£26,638.08","£195,705.65"
"Owen Smith","Pontypridd CC","","","£21,195.87","£0.00","","","","£132,123.54","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,319.41","","","","£21,938.96","£0.00","","Uncapped","£8,585.40","Uncapped","£0.00","£30,524.36","£183,843.77"
"Owen Thompson","Midlothian CC","","","£20,390.19","£0.00","","","","£145,464.50","£0.00","n/a","","£11.74","£0.00","n/a","","£0.00","£0.00","£165,866.43","","","","£18,305.50","£0.00","","Uncapped","£32,420.06","Uncapped","£0.00","£50,725.56","£216,591.99"
"Pat Doherty","West Tyrone","","","£2,936.30","£0.00","","","","£86,384.87","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£89,321.17","","","","£0.00","£0.00","","Uncapped","£649.96","Uncapped","£0.00","£649.96","£89,971.13"
"Pat Glass","North West Durham CC","","","£20,365.48","£0.00","","","","£134,072.72","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,438.20","","","","£13,407.10","£0.00","","Uncapped","£5,992.10","Uncapped","£0.00","£19,399.20","£173,837.40"
"Pat McFadden","Wolverhampton South East BC","","","£15,540.23","£0.00","","","","£127,153.37","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,693.60","","","","£9,703.02","£0.00","","Uncapped","£5,970.06","Uncapped","£0.00","£15,673.08","£158,366.68"
"Patricia Gibson","North Ayrshire and Arran CC","","","£17,266.56","£0.00","","","","£116,613.91","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,880.47","","","","£20,750.08","£0.00","","Uncapped","£14,839.93","Uncapped","£0.00","£35,590.01","£169,470.48"
"Patrick Grady","Glasgow North BC","","","£23,063.29","£0.00","","","","£140,377.31","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£163,440.60","","","","£19,212.60","£0.00","","Uncapped","£27,864.09","Uncapped","£0.00","£47,076.69","£210,517.29"
"Patrick McLoughlin","Derbyshire Dales CC","","","£15,448.52","£0.00","","","","£129,232.34","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£144,680.86","","","","£6,731.28","£0.00","","Uncapped","£10,832.70","Uncapped","£0.00","£17,563.98","£162,244.84"
"Paul Beresford","Mole Valley CC","","","£9,898.63","£0.00","","","","£146,266.74","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,165.37","","","","£0.00","£0.00","","Uncapped","£543.60","Uncapped","£0.00","£543.60","£156,708.97"
"Paul Blomfield","Sheffield Central BC","","","£19,253.80","£0.00","","","","£138,913.61","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,167.41","","","","£20,370.22","£0.00","","Uncapped","£8,237.55","Uncapped","£0.00","£28,607.77","£186,775.18"
"Paul Farrelly","Newcastle-under-Lyme BC","","","£22,682.09","£0.00","","","","£139,726.47","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,408.56","","","","£3,396.44","£0.00","","Uncapped","£16,731.61","Uncapped","£0.00","£20,128.05","£182,536.61"
"Paul Flynn","Newport West CC","","","£14,940.54","£0.00","","","","£130,945.47","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,886.01","","","","£3,156.52","£0.00","","Uncapped","£5,320.25","Uncapped","£0.00","£8,476.77","£154,362.78"
"Paul Maskey","Belfast West","","","£3,407.57","£0.00","","","","£119,399.45","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,807.02","","","","£0.00","£0.00","","Uncapped","£1,595.36","Uncapped","£0.00","£1,595.36","£124,402.38"
"Paul Maynard","Blackpool North and Cleveleys BC","","","£22,871.76","£0.00","","","","£139,326.93","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,198.69","","","","£17,726.11","£0.00","","Uncapped","£24,433.92","Uncapped","£1,584.00","£43,744.03","£205,942.72"
"Paul Monaghan","Caithness, Sutherland and Easter Ross CC","","","£22,612.85","£0.00","","","","£138,574.32","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,187.17","","","","£21,280.76","£0.00","","Uncapped","£50,334.05","Uncapped","£0.00","£71,614.81","£232,801.98"
"Paul Scully","Sutton and Cheam BC","","","£26,015.56","£0.00","","","","£117,033.37","£0.00","n/a","","£28.56","£0.00","n/a","","£0.00","£0.00","£143,077.49","","","","£0.00","£0.00","","Uncapped","£243.27","Uncapped","£0.00","£243.27","£143,320.76"
"Paula Sherriff","Dewsbury CC","","","£18,374.16","£0.00","","","","£121,924.63","£0.00","n/a","","£1,553.58","£0.00","n/a","","£0.00","£0.00","£141,852.37","","","","£17,715.02","£0.00","","Uncapped","£7,364.24","Uncapped","£0.00","£25,079.26","£166,931.63"
"Pauline Latham","Mid Derbyshire CC","","","£23,642.51","£0.00","","","","£129,732.71","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,375.22","","","","£13,817.80","£0.00","","Uncapped","£10,583.05","Uncapped","£0.00","£24,400.85","£177,776.07"
"Penny Mordaunt","Portsmouth North BC","","","£20,816.17","£0.00","","","","£145,265.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£166,081.77","","","","£20,250.00","£0.00","","Uncapped","£3,559.40","Uncapped","£0.00","£23,809.40","£189,891.17"
"Pete Wishart","Perth and North Perthshire CC","","","£21,979.02","£0.00","","","","£105,463.07","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,442.09","","","","£18,510.24","£0.00","","Uncapped","£22,073.46","Uncapped","£0.00","£40,583.70","£168,025.79"
"Peter Aldous","Waveney CC","","","£22,613.62","£0.00","","","","£140,362.65","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,976.27","","","","£10,340.70","£0.00","","Uncapped","£198.23","Uncapped","£0.00","£10,538.93","£173,515.20"
"Peter Bone","Wellingborough CC","","","£15,105.36","£0.00","","","","£138,927.80","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,033.16","","","","£20,585.31","£0.00","","Uncapped","£8,891.20","Uncapped","£0.00","£29,476.51","£183,509.67"
"Peter Bottomley","Worthing West BC","","","£8,495.53","£0.00","","","","£111,590.23","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£120,085.76","","","","£0.00","£0.00","","Uncapped","£399.00","Uncapped","£0.00","£399.00","£120,484.76"
"Peter Dowd","Bootle BC","","","£23,396.91","£0.00","","","","£146,755.08","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£170,151.99","","","","£14,068.00","£0.00","","Uncapped","£16,342.95","Uncapped","£0.00","£30,410.95","£200,562.94"
"Peter Grant","Glenrothes CC","","","£22,665.37","£0.00","","","","£125,840.26","£0.00","n/a","","£197.87","£0.00","n/a","","£0.00","£0.00","£148,703.50","","","","£14,646.54","£0.00","","Uncapped","£31,597.72","Uncapped","£0.00","£46,244.26","£194,947.76"
"Peter Heaton-Jones","North Devon CC","","","£14,806.19","£0.00","","","","£103,588.20","£0.00","n/a","","£1,080.38","£0.00","n/a","","£0.00","£0.00","£119,474.77","","","","£20,610.00","£0.00","","Uncapped","£10,563.65","Uncapped","£0.00","£31,173.65","£150,648.42"
"Peter Kyle","Hove BC","","","£23,509.43","£0.00","","","","£136,814.14","£0.00","n/a","","£457.55","£0.00","n/a","","£0.00","£0.00","£160,781.12","","","","£0.00","£0.00","","Uncapped","£1,252.88","Uncapped","£0.00","£1,252.88","£162,034.00"
"Peter Lilley","Hitchin and Harpenden CC","","","£14,823.46","£0.00","","","","£129,354.26","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£144,177.72","","","","£1,373.03","£0.00","","Uncapped","£188.45","Uncapped","£0.00","£1,561.48","£145,739.20"
"Phil Boswell","Coatbridge, Chryston and Bellshill BC","","","£18,300.51","£0.00","","","","£141,400.39","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,700.90","","","","£14,958.90","£0.00","","Uncapped","£22,130.42","Uncapped","£1,650.00","£38,739.32","£198,440.22"
"Phil Wilson","Sedgefield CC","","","£19,884.45","£0.00","","","","£122,077.20","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,961.65","","","","£17,039.60","£0.00","","Uncapped","£12,982.65","Uncapped","£0.00","£30,022.25","£171,983.90"
"Philip Davies","Shipley CC","","","£19,534.53","£0.00","","","","£134,561.56","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,096.09","","","","£19,963.45","£0.00","","Uncapped","£9,587.45","Uncapped","£0.00","£29,550.90","£183,646.99"
"Philip Dunne","Ludlow CC","","","£14,856.78","£0.00","","","","£106,756.56","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£121,613.34","","","","£0.00","£0.00","","Uncapped","£5,149.10","Uncapped","£0.00","£5,149.10","£126,762.44"
"Philip Hammond","Runnymede and Weybridge CC","","","£4,080.06","£0.00","","","","£80,840.48","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£84,920.54","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£84,920.54"
"Philip Hollobone","Kettering CC","","","£933.94","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£933.94","","","","£0.00","£0.00","","Uncapped","£5,167.30","Uncapped","£0.00","£5,167.30","£6,101.24"
"Philippa Whitford","Central Ayrshire CC","","","£15,351.31","£0.00","","","","£130,840.29","£0.00","n/a","","£636.02","£0.00","n/a","","£0.00","£0.00","£146,827.62","","","","£20,540.04","£0.00","","Uncapped","£32,962.62","Uncapped","£0.00","£53,502.66","£200,330.28"
"Phillip Lee","Bracknell CC","","","£11,772.40","£0.00","","","","£118,281.75","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£130,054.15","","","","£23,035.00","£0.00","","Uncapped","£1,833.63","Uncapped","£0.00","£24,868.63","£154,922.78"
"Priti Patel","Witham CC","","","£9,094.88","£0.00","","","","£138,677.66","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£147,772.54","","","","£0.00","£0.00","","Uncapped","£3,288.30","Uncapped","£0.00","£3,288.30","£151,060.84"
"Rachael Maskell","York Central BC","","","£21,446.91","£0.00","","","","£129,118.95","£0.00","n/a","","£684.75","£0.00","n/a","","£0.00","£0.00","£151,250.61","","","","£0.00","£0.00","","Uncapped","£4,541.55","Uncapped","£0.00","£4,541.55","£155,792.16"
"Rachel Reeves","Leeds West BC","","","£22,941.96","£0.00","","","","£141,313.03","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£164,254.99","","","","£15,355.34","£0.00","","Uncapped","£10,741.90","Uncapped","£99.00","£26,196.24","£190,451.23"
"Ranil Jayawardena","North East Hampshire CC","","","£23,043.50","£0.00","","","","£120,651.41","£0.00","n/a","","£4,578.80","£0.00","n/a","","£0.00","£0.00","£148,273.71","","","","£23,401.57","£0.00","","Uncapped","£4,515.84","Uncapped","£0.00","£27,917.41","£176,191.12"
"Rebecca Harris","Castle Point BC","","","£9,364.91","£0.00","","","","£127,872.40","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,237.31","","","","£0.00","£0.00","","Uncapped","£36.75","Uncapped","£0.00","£36.75","£137,274.06"
"Rebecca Long Bailey","Salford and Eccles BC","","","£23,125.52","£0.00","","","","£123,997.41","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£147,122.93","","","","£10,200.00","£0.00","","Uncapped","£5,469.70","Uncapped","£0.00","£15,669.70","£162,792.63"
"Rebecca Pow","Taunton Deane CC","","","£21,920.55","£0.00","","","","£137,049.26","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,969.81","","","","£23,060.25","£0.00","","Uncapped","£8,957.11","Uncapped","£0.00","£32,017.36","£190,987.17"
"Rehman Chishti","Gillingham and Rainham BC","","","£7,270.37","£0.00","","","","£102,245.39","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£109,515.76","","","","£4,924.00","£0.00","","Uncapped","£4,795.30","Uncapped","£0.00","£9,719.30","£119,235.06"
"Richard Arkless","Dumfries and Galloway CC","","","£22,810.42","£0.00","","","","£141,290.76","£0.00","n/a","","£92.99","£0.00","n/a","","£0.00","£0.00","£164,194.17","","","","£23,294.25","£0.00","","Uncapped","£20,515.52","Uncapped","£0.00","£43,809.77","£208,003.94"
"Richard Bacon","South Norfolk CC","","","£22,977.11","£0.00","","","","£140,623.79","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£163,600.90","","","","£21,583.64","£0.00","","Uncapped","£9,710.73","Uncapped","£0.00","£31,294.37","£194,895.27"
"Richard Benyon","Newbury CC","","","£18,306.60","£0.00","","","","£121,460.33","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£139,766.93","","","","£0.00","£0.00","","Uncapped","£4,773.55","Uncapped","£0.00","£4,773.55","£144,540.48"
"Richard Burden","Birmingham, Northfield BC","","","£21,417.41","£0.00","","","","£140,144.06","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,561.47","","","","£19,400.15","£0.00","","Uncapped","£3,903.30","Uncapped","£0.00","£23,303.45","£184,864.92"
"Richard Burgon","Leeds East BC","","","£21,967.43","£0.00","","","","£140,064.12","£0.00","n/a","","£350.40","£0.00","n/a","","£0.00","£0.00","£162,381.95","","","","£21,664.13","£0.00","","Uncapped","£6,315.55","Uncapped","£0.00","£27,979.68","£190,361.63"
"Richard Drax","South Dorset CC","","","£9,407.68","£0.00","","","","£136,481.74","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,889.42","","","","£0.00","£0.00","","Uncapped","£4,185.90","Uncapped","£0.00","£4,185.90","£150,075.32"
"Richard Fuller","Bedford BC","","","£17,214.82","£0.00","","","","£129,532.23","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,747.05","","","","£20,531.69","£0.00","","Uncapped","£2,136.95","Uncapped","£0.00","£22,668.64","£169,415.69"
"Richard Graham","Gloucester BC","","","£17,250.43","£0.00","","","","£132,213.20","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,463.63","","","","£20,610.00","£0.00","","Uncapped","£4,324.04","Uncapped","£0.00","£24,934.04","£174,397.67"
"Richard Harrington","Watford BC","","","£31,803.05","£0.00","","","","£137,966.93","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£169,769.98","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£169,769.98"
"Rishi Sunak","Richmond (Yorks) CC","","","£0.00","£0.00","","","","£131,858.56","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,858.56","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£131,858.56"
"Rob Marris","Wolverhampton South West BC","","","£22,461.59","£0.00","","","","£121,797.84","£0.00","n/a","","£925.60","£0.00","n/a","","£0.00","£0.00","£145,185.03","","","","£19,316.62","£0.00","","Uncapped","£4,014.13","Uncapped","£0.00","£23,330.75","£168,515.78"
"Rob Wilson","Reading East BC","","","£15,179.01","£0.00","","","","£144,731.10","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,910.11","","","","£150.00","£0.00","","Uncapped","£8,799.40","Uncapped","£0.00","£8,949.40","£168,859.51"
"Robert Buckland","South Swindon CC","","","£23,246.79","£0.00","","","","£140,805.68","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£164,052.47","","","","£23,672.35","£0.00","","Uncapped","£3,552.10","Uncapped","£0.00","£27,224.45","£191,276.92"
"Robert Courts","Witney CC","","","£2,945.91","£0.00","","","","£50,037.76","£0.00","n/a","","£920.70","£0.00","n/a","","£0.00","£0.00","£53,904.37","","","","£6,247.35","£0.00","","Uncapped","£3,146.16","Uncapped","£0.00","£9,393.51","£63,297.88"
"Robert Flello","Stoke-on-Trent South BC","","","£19,864.27","£0.00","","","","£136,355.40","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,219.67","","","","£12,300.00","£0.00","","Uncapped","£12,897.80","Uncapped","£260.00","£25,457.80","£181,677.47"
"Robert Goodwill","Scarborough and Whitby CC","","","£17,662.65","£0.00","","","","£134,808.73","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,471.38","","","","£20,028.97","£0.00","","Uncapped","£10,637.20","Uncapped","£0.00","£30,666.17","£183,137.55"
"Robert Halfon","Harlow CC","","","£17,184.72","£0.00","","","","£138,684.23","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,868.95","","","","£0.00","£0.00","","Uncapped","£1,184.46","Uncapped","£0.00","£1,184.46","£157,053.41"
"Robert Jenrick","Newark CC","","","£22,827.25","£0.00","","","","£137,948.58","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£160,775.83","","","","£18,339.04","£0.00","","Uncapped","£6,461.45","Uncapped","£0.00","£24,800.49","£185,576.32"
"Robert Syms","Poole BC","","","£9,899.47","£0.00","","","","£92,613.79","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£102,513.26","","","","£23,400.00","£0.00","","Uncapped","£4,782.00","Uncapped","£0.00","£28,182.00","£130,695.26"
"Roberta Blackman-Woods","City of Durham CC","","","£18,317.38","£0.00","","","","£139,446.86","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,764.24","","","","£5,309.33","£0.00","","Uncapped","£9,360.43","Uncapped","£0.00","£14,669.76","£172,434.00"
"Robin Walker","Worcester BC","","","£7,757.72","£0.00","","","","£105,385.44","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,143.16","","","","£10,800.00","£0.00","","Uncapped","£3,971.69","Uncapped","£0.00","£14,771.69","£127,914.85"
"Roger Gale","North Thanet CC","","","£22,148.80","£0.00","","","","£135,650.56","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,799.36","","","","£4,768.48","£0.00","","Uncapped","£5,600.90","Uncapped","£0.00","£10,369.38","£168,168.74"
"Roger Godsiff","Birmingham, Hall Green BC","","","£10,505.01","£0.00","","","","£141,296.88","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,801.89","","","","£0.00","£0.00","","Uncapped","£3,318.75","Uncapped","£0.00","£3,318.75","£155,120.64"
"Roger Mullin","Kirkcaldy and Cowdenbeath CC","","","£21,525.12","£0.00","","","","£129,576.25","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,101.37","","","","£16,544.16","£0.00","","Uncapped","£12,056.29","Uncapped","£0.00","£28,600.45","£179,701.82"
"Ronnie Campbell","Blyth Valley BC","","","£16,588.67","£0.00","","","","£138,760.10","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,348.77","","","","£19,478.86","£0.00","","Uncapped","£5,583.48","Uncapped","£0.00","£25,062.34","£180,411.11"
"Ronnie Cowan","Inverclyde CC","","","£18,641.21","£0.00","","","","£139,327.42","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,968.63","","","","£19,974.11","£0.00","","Uncapped","£23,602.88","Uncapped","£0.00","£43,576.99","£201,545.62"
"Rory Stewart","Penrith and The Border CC","","","£12,704.35","£0.00","","","","£129,496.53","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,200.88","","","","£12,720.00","£0.00","","Uncapped","£5,025.57","Uncapped","£0.00","£17,745.57","£159,946.45"
"Rosena Allin-Khan","Tooting BC","","","£17,459.46","£0.00","","","","£113,988.91","£0.00","n/a","","£6,157.67","£0.00","n/a","","£0.00","£0.00","£137,606.04","","","","£0.00","£0.00","","Uncapped","£26.55","Uncapped","£0.00","£26.55","£137,632.59"
"Rosie Cooper","West Lancashire CC","","","£16,015.14","£0.00","","","","£115,742.99","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,758.13","","","","£6,689.51","£0.00","","Uncapped","£4,074.65","Uncapped","£0.00","£10,764.16","£142,522.29"
"Rosie Winterton","Doncaster Central BC","","","£21,558.26","£0.00","","","","£137,394.45","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,952.71","","","","£3,602.06","£0.00","","Uncapped","£8,617.92","Uncapped","£0.00","£12,219.98","£171,172.69"
"Royston Smith","Southampton, Itchen BC","","","£11,820.53","£0.00","","","","£120,872.53","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£132,693.06","","","","£15,533.41","£0.00","","Uncapped","£4,612.76","Uncapped","£0.00","£20,146.17","£152,839.23"
"Rupa Huq","Ealing Central and Acton BC","","","£8,510.43","£0.00","","","","£109,651.51","£0.00","n/a","","£4,514.34","£0.00","n/a","","£0.00","£0.00","£122,676.28","","","","£0.00","£0.00","","Uncapped","£281.50","Uncapped","£0.00","£281.50","£122,957.78"
"Rushanara Ali","Bethnal Green and Bow BC","","","£21,349.40","£0.00","","","","£151,157.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£172,506.86","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£172,506.86"
"Ruth Cadbury","Brentford and Isleworth BC","","","£26,089.39","£0.00","","","","£152,722.16","£0.00","n/a","","£3,777.65","£0.00","n/a","","£0.00","£0.00","£182,589.20","","","","£0.00","£0.00","","Uncapped","£591.33","Uncapped","£0.00","£591.33","£183,180.53"
"Ruth Smeeth","Stoke-on-Trent North BC","","","£22,782.32","£0.00","","","","£141,225.07","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£164,007.39","","","","£12,526.24","£0.00","","Uncapped","£14,117.82","Uncapped","£45.70","£26,689.76","£190,697.15"
"Sadiq Khan","Tooting BC","","","£2,073.04","£0.00","","","","£12,106.21","£0.00","n/a","","£0.00","£0.00","n/a","","£30,121.74","£0.00","£44,300.99","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£1,176.31","£1,176.31","£45,477.30"
"Sajid Javid","Bromsgrove CC","","","£18,315.24","£0.00","","","","£131,596.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,911.84","","","","£0.00","£0.00","","Uncapped","£1,403.48","Uncapped","£0.00","£1,403.48","£151,315.32"
"Sam Gyimah","East Surrey CC","","","£6,797.18","£0.00","","","","£133,913.86","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,711.04","","","","£0.00","£0.00","","Uncapped","£815.90","Uncapped","£0.00","£815.90","£141,526.94"
"Sammy Wilson","East Antrim","","","£23,120.32","£0.00","","","","£111,380.55","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£134,500.87","","","","£20,610.00","£0.00","","Uncapped","£20,832.87","Uncapped","£455.00","£41,897.87","£176,398.74"
"Sarah Champion","Rotherham BC","","","£19,886.27","£0.00","","","","£141,362.23","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,248.50","","","","£19,660.97","£0.00","","Uncapped","£9,281.11","Uncapped","£0.00","£28,942.08","£190,190.58"
"Sarah Newton","Truro and Falmouth CC","","","£22,575.03","£0.00","","","","£135,028.01","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,603.04","","","","£0.00","£0.00","","Uncapped","£7,768.07","Uncapped","£135.00","£7,903.07","£165,506.11"
"Sarah Olney","Richmond Park BC","","","£132.30","£0.00","","","","£21,133.21","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£21,265.51","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£21,265.51"
"Sarah Wollaston","Totnes CC","","","£14,584.38","£0.00","","","","£134,733.31","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,317.69","","","","£20,599.28","£0.00","","Uncapped","£5,920.80","Uncapped","£0.00","£26,520.08","£175,837.77"
